 -0.3614622E+00  0.1499343E+01  0.2632653E+01  0.9727162E+00
  0.2927120E+00  0.7947133E+00  0.2244898E+01  0.9808466E+00
 -0.7549086E+00  0.1815788E+01  0.2826531E+01  0.9729973E+00
 -0.6119406E+00  0.1626313E+01  0.2632653E+01  0.9538605E+00
  0.4728079E-02  0.1106842E+01  0.2632653E+01  0.9879087E+00
 -0.1208639E+01  0.2320555E+01  0.3214286E+01  0.9724110E+00
 -0.2135534E+01  0.3391339E+01  0.3989796E+01  0.9752557E+00
 -0.7629119E+00  0.1789231E+01  0.3989796E+01  0.9845155E+00
 -0.5871966E+00  0.1643883E+01  0.2826531E+01  0.9792563E+00
 -0.4524593E+00  0.1494000E+01  0.2826531E+01  0.9868382E+00
 -0.1511935E+01  0.2573975E+01  0.3214286E+01  0.9489033E+00
 -0.3011050E+00  0.1415316E+01  0.2632653E+01  0.9798985E+00
 -0.1629638E+01  0.2668262E+01  0.3214286E+01  0.9308032E+00
  0.5918788E+00  0.4223196E+00  0.1663265E+01  0.9449490E+00
  0.4289712E+00  0.6917965E+00  0.2051020E+01  0.9915287E+00
 -0.2211860E+01  0.3365967E+01  0.4183673E+01  0.9747383E+00
 -0.8875841E+00  0.2013328E+01  0.3408163E+01  0.9824979E+00
 -0.5055736E+01  0.6207600E+01  0.8255102E+01  0.9551625E+00
 -0.8462683E+00  0.1896403E+01  0.2826531E+01  0.9528418E+00
 -0.6464386E-01  0.1019358E+01  0.2244898E+01  0.9834508E+00
 -0.2962284E+01  0.4122027E+01  0.6316327E+01  0.9646658E+00
 -0.1727578E+01  0.2903089E+01  0.3408163E+01  0.9373320E+00
 -0.9659520E+00  0.2125523E+01  0.3214286E+01  0.9871630E+00
 -0.1350783E+01  0.2461240E+01  0.3214286E+01  0.9623010E+00
 -0.1734690E+01  0.2819277E+01  0.3602041E+01  0.9653291E+00
 -0.1832628E+00  0.1225784E+01  0.2438776E+01  0.9779004E+00
  0.2720203E+00  0.7767225E+00  0.2051020E+01  0.9753587E+00
  0.3821301E-01  0.9879507E+00  0.2244898E+01  0.9447678E+00
 -0.5627034E+00  0.1613850E+01  0.3020408E+01  0.9879849E+00
 -0.1077936E+01  0.2170395E+01  0.3214286E+01  0.9801584E+00
 -0.1277328E+01  0.2369066E+01  0.3214286E+01  0.9721864E+00
 -0.3676869E+00  0.1472695E+01  0.2632653E+01  0.9808874E+00
  0.3161000E+00  0.6576700E+00  0.2051020E+01  0.9873282E+00
 -0.4853507E+00  0.1610082E+01  0.2632653E+01  0.9548675E+00
 -0.1722311E+01  0.2756637E+01  0.4959184E+01  0.9742042E+00
 -0.3606955E+00  0.1429543E+01  0.2632653E+01  0.9822473E+00
 -0.8971965E+00  0.1974574E+01  0.3020408E+01  0.9765598E+00
  0.1739168E-01  0.9883357E+00  0.2438776E+01  0.9906042E+00
 -0.2986244E+00  0.1429398E+01  0.2632653E+01  0.9784938E+00
 -0.3136623E-01  0.1066165E+01  0.2244898E+01  0.9607201E+00
 -0.1163462E+01  0.2341967E+01  0.3214286E+01  0.9768405E+00
 -0.1480237E+01  0.2605554E+01  0.3408163E+01  0.9737186E+00
 -0.1742475E+01  0.2803786E+01  0.5346939E+01  0.9852133E+00
 -0.1331594E+01  0.2436594E+01  0.4571429E+01  0.9653129E+00
 -0.7003286E+00  0.1778060E+01  0.2826531E+01  0.9746336E+00
 -0.2506671E+00  0.1250279E+01  0.2438776E+01  0.9797327E+00
 -0.1805505E+01  0.2919108E+01  0.3602041E+01  0.9680516E+00
 -0.8283395E+00  0.1822526E+01  0.3214286E+01  0.9844444E+00
 -0.3308510E+00  0.1393845E+01  0.2826531E+01  0.9898087E+00
 -0.8428975E+00  0.1907333E+01  0.2826531E+01  0.9582565E+00
 -0.8618152E-01  0.1042472E+01  0.2244898E+01  0.9743410E+00
 -0.3033459E-01  0.1044684E+01  0.2438776E+01  0.9895946E+00
 -0.8770468E+00  0.1928200E+01  0.2826531E+01  0.9598411E+00
 -0.5822431E+00  0.1577172E+01  0.2632653E+01  0.9628899E+00
 -0.2753520E+00  0.1268559E+01  0.2438776E+01  0.9737262E+00
  0.1684904E-01  0.1025752E+01  0.2438776E+01  0.9913107E+00
 -0.1296263E+00  0.1226629E+01  0.2438776E+01  0.9801880E+00
 -0.8357396E+00  0.1838632E+01  0.2826531E+01  0.9697335E+00
  0.4055882E+00  0.6700182E+00  0.2051020E+01  0.9873939E+00
  0.4858494E-02  0.9876261E+00  0.3020408E+01  0.9835934E+00
 -0.4193463E+00  0.1589318E+01  0.3020408E+01  0.9844143E+00
 -0.2363868E+01  0.3522681E+01  0.6122449E+01  0.9833481E+00
 -0.2681653E+00  0.1308542E+01  0.2438776E+01  0.9712583E+00
 -0.1168540E+01  0.2230639E+01  0.3020408E+01  0.9552191E+00
 -0.4395491E+00  0.1527220E+01  0.2632653E+01  0.9721447E+00
 -0.1545284E+01  0.2627353E+01  0.4765306E+01  0.9636785E+00
 -0.1522773E+01  0.2632966E+01  0.3602041E+01  0.9729111E+00
 -0.6272310E+00  0.1642176E+01  0.2826531E+01  0.9787953E+00
 -0.6304502E-01  0.1039890E+01  0.2244898E+01  0.9793287E+00
 -0.1406150E+01  0.2591890E+01  0.3602041E+01  0.9664275E+00
